"url","sci_name","common_name","habitat","venom_stat","threat_to_humans","human_uses1","human_uses2","IUCN_red_list_status","physical_characters","model_predictions"
"https://www.fishbase.se/summary/Leucoraja-erinacea.html","Leucoraja erinaceus (Mitchill, 1825)","Little skate","Marine;  demersal; oceanodromous (Ref. 51243); depth range 10 - 914 m (Ref. 106604). Temperate; 49°N -   33°N, 78°W -   59°W (Ref. 55277)","nonvenomous","Harmless","FAO - Publication: search  | FishSource | Sea Around Us","","Least Concern (LC) ; Date assessed: 19 July 2019","Maturity: Lm37.5, range 32 -  43 cm Max length : 62.0 cm TL male/unsexed; (Ref. 106604); max. reported age: 12 years (Ref. 88929)","Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Callorhinchus-milii.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Latimeria-chalumnae.html","Latimeria chalumnae Smith, 1939","Coelacanth","Marine;  demersal; non-migratory; depth range 150 - 700 m (Ref. 38430), usually 180 - 250 m (Ref. 27564). Deep-water; 13°C - 25°C (Ref. 38429); 3°S -   34°S, 25°E -   51°E (Ref. 46167)","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Critically Endangered (CR) (A2bcd); Date assessed: 30 June 2000","Maturity: Lm160.0, range 145 -  179 cm Max length : 168 cm TL male/unsexed; (Ref. 30865); 200.0 cm TL (female); max. published weight: 95.0 kg (Ref. 26162); max. reported age: 48 years (Ref. 30865)","Preferred temperature (Ref. 123201): 13.4 - 18.3, mean 15.6 °C (based on 16 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.2539   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01202 (0.00830 - 0.01742), b=3.03 (2.93 - 3.13), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.4   ±0.72 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Very Low, minimum population doubling time more than 14 years (K=0.02; tmax=85; tm=40-69; Fec=5).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Very high vulnerability (90 of 100)."
"https://www.fishbase.se/summary/Neoceratodus-forsteri.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Protopterus-aethiopicus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Lepidosiren-paradoxa.html","Lepidosiren paradoxa Fitzinger, 1837","South American lungfish","Freshwater;  demersal. Subtropical; 24°C - 28°C (Ref. 2060); 5°N -   35°S","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","Fisheries: subsistence fisheries","Least Concern (LC) ; Date assessed: 21 October 2020","Maturity: Lm ?  range ? - ? cm Max length : 125 cm TL male/unsexed; (Ref. 36887); max. reported age: 8 years (Ref. 274)",""
"https://www.fishbase.se/summary/Xenopus-tropicalis.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Monodelphis-domestica.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Mus-musculus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Homo-sapiens.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Erpetoichthys-calabaricus.html","Erpetoichthys calabaricus Smith, 1865","Reedfish","Freshwater; brackish;  demersal; pH range: 6.0 - 8.0; dH range: 5 - 19; depth range 0 - ? m (Ref. 557). Tropical; 22°C - 28°C (Ref. 1672)","nonvenomous","Harmless","Fisheries: of no interest; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Near Threatened (NT) (B2a); Date assessed: 07 June 2019","Maturity: Lm31.4  range ? - ? cm Max length : 37.0 cm SL male/unsexed; (Ref. 81628)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0001   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00166 (0.00112 - 0.00246), b=3.02 (2.91 - 3.13), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.40 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tmax=20; Fec = 264).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate vulnerability (35 of 100)."
"https://www.fishbase.se/summary/Polypterus-senegalus.html","Polypterus senegalus Cuvier, 1829","Gray bichir","Freshwater;  demersal; pH range: 6.0 - 8.0; dH range: 5 - 19; potamodromous (Ref. 51243). Tropical; 25°C - 28°C (Ref. 2060); 16°N -   2°S, 17°W -   37°E","nonvenomous","Harmless","Fisheries: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 07 June 2019","Maturity: Lm19.0, range 15 -  23 cm Max length : 70.0 cm SL male/unsexed; (Ref. 3188); max. published weight: 207.00 g (Ref. 3013)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5002   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00457 (0.00321 - 0.00650), b=2.98 (2.88 - 3.08), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.2 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tmax=34 in Aquarium; Fec < 1,000).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate to high vulnerability (54 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Polypterus-ornatipinnis.html","Polypterus ornatipinnis Boulenger, 1902","Ornate bichir","Freshwater;  demersal. Tropical; 26°C - 28°C (Ref. 1672)","nonvenomous","Harmless","Fisheries: of no interest; aquarium: public aquariums","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 May 2009","Maturity: Lm ?  range ? - ? cm Max length : 60.0 cm TL male/unsexed; (Ref. 3188)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5002   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00457 (0.00195 - 0.01073), b=3.05 (2.85 - 3.25), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.60 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (Fec=200-300; tmax likely >= 20).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate vulnerability (44 of 100)."
"https://www.fishbase.se/summary/Polyodon-spathula.html","Polyodon spathula (Walbaum, 1792)","Mississippi paddlefish","Freshwater;  demersal; potamodromous (Ref. 51243); depth range 2 - ? m. Subtropical; 10°C - 18°C (Ref. 2060); 49°N -   29°N, 112°W -   77°W (Ref. 86798)","nonvenomous","","Fisheries: commercial; aquarium: public aquariums","Threat to humans","Vulnerable (VU) (A2cd); Date assessed: 14 September 2019","Maturity: Lm ?  range ? - ? cm Max length : 221 cm TL male/unsexed; (Ref. 86798); common length : 120 cm TL male/unsexed; (Ref. 12193); max. published weight: 90.7 kg (Ref. 3221); max. reported age: 55 years (Ref. 46974)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.2500   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00646 (0.00430 - 0.00969), b=3.09 (2.98 - 3.20), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.4   ±0.45 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tm=6-9; tmax=30).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Very high vulnerability (90 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Acipenser-fulvescens.html","Acipenser fulvescens Rafinesque, 1817","Lake sturgeon","Freshwater; brackish;  demersal; potamodromous (Ref. 51243); depth range 5 - 9 m (Ref. 117245). Temperate; 60°N -   30°N, 100°W -   71°W","nonvenomous","Harmless","Fisheries: commercial; aquaculture: experimental; gamefish: yes; aquarium: public aquariums","Threat to humans  
				
				
					  Harmless","Endangered (EN) (A2bcd); Date assessed: 14 September 2019","Maturity: Lm99.7, range 90 -  120 cm Max length : 274 cm TL male/unsexed; (Ref. 5723); common length : 97.5 cm TL male/unsexed; (Ref. 12193); max. published weight: 125.0 kg (Ref. 3672); max. reported age: 152 years (Ref. 72475)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00282 (0.00219 - 0.00363), b=3.18 (3.13 - 3.23), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.49 se; based on food items.					

				
					
					
						 Generation time: 49.9 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Very Low, minimum population doubling time more than 14 years (tm=16-26; tmax=97; K=0.04; Fec=50,000).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Very high vulnerability (89 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Scaphirhynchus-platorynchus.html","Scaphirhynchus platorynchus (Rafinesque, 1820)","Shovelnose sturgeon","Freshwater;  demersal; potamodromous (Ref. 51243). Temperate; 10°C - 20°C (Ref. 2060); 50°N -   30°N","nonvenomous","Harmless","Gamefish: yes; aquarium: public aquariums","Threat to humans  
				
				
					  Harmless","Vulnerable (VU) (A2bce); Date assessed: 14 September 2019","Maturity: Lm54.7, range 45 - ? cm Max length : 108 cm TL male/unsexed; (Ref. 86798); common length : 72.0 cm TL male/unsexed; (Ref. 12193); max. published weight: 4.9 kg (Ref. 4699); max. reported age: 43 years (Ref. 50937)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00407 (0.00149 - 0.01114), b=3.16 (2.92 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.3 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Very Low, minimum population doubling time more than 14 years (tm=5; tmax=37-43; K=0.13).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High to very high vulnerability (69 of 100)."
"https://www.fishbase.se/summary/Scaphirhynchus-albus.html","Scaphirhynchus albus (Forbes & Richardson, 1905)","Pallid sturgeon","Freshwater;  demersal; potamodromous (Ref. 51243). Subtropical; 44°N -   30°N","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Critically Endangered (CR) (A2bcde); Date assessed: 08 December 2020","Maturity: Lm ?  range ? - ? cm Max length : 200 cm TL male/unsexed; (Ref. 58490); common length : 81.7 cm TL male/unsexed; (Ref. 12193); max. published weight: 130.0 kg (Ref. 52332); max. reported age: 41 years (Ref. 32514)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00407 (0.00149 - 0.01114), b=3.16 (2.92 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.9   ±0.63 se; based on food items.					

				
					
					
						 Generation time: 16.8 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tm=5-15; Fec=170,000, tmax=41(based on 1 specimen only)).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High to very high vulnerability (67 of 100)."
"https://www.fishbase.se/summary/Amia-calva.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Atractosteus-spatula.html","Atractosteus spatula (Lacepède, 1803)","Alligator gar","Freshwater; brackish;  demersal; depth range 0 - ? m (Ref. 55223). Subtropical; 44°N -   20°N, 101°W -   82°W (Ref. 55223)","nonvenomous","Harmless","Fisheries: minor commercial; gamefish: yes; aquarium: public aquariums","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 14 November 2018","Maturity: Lm ?  range ? - ? cm Max length : 305 cm OT male/unsexed; (Ref. 3221); common length : 200 cm TL male/unsexed; (Ref. 3728); max. published weight: 137.0 kg (Ref. 58490)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6406   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00302 (0.00121 - 0.00751), b=3.18 (2.96 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.0   ±0.67 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Very Low, minimum population doubling time more than 14 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Very high vulnerability (90 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Atractosteus-tropicus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Lepisosteus-platostomus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Lepisosteus-oculatus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Lepisosteus-osseus.html","Lepisosteus osseus (Linnaeus, 1758)","Longnose gar","Freshwater; brackish;  demersal; pH range: 7.0 - 25.0; dH range: 10 - 15; depth range 0 - ? m (Ref. 55225), usually 0 - ? m (Ref. 55225). Subtropical; 12°C - 20°C (Ref. 2060); 48°N -   23°N, 99°W -   69°W (Ref. 55225)","nonvenomous","Other","Fisheries: minor commercial; gamefish: yes; aquarium: public aquariums","Threat to humans  
				
				
					Other","Least Concern (LC) ; Date assessed: 14 November 2018","Maturity: Lm66.9  range ? -  80 cm Max length : 200 cm TL male/unsexed; (Ref. 40637); common length : 17.5 cm TL male/unsexed; (Ref. 12193); max. published weight: 22.8 kg (Ref. 4699); max. reported age: 36 years (Ref. 12193)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5781   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00302 (0.00121 - 0.00751), b=3.18 (2.96 - 3.40), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.2   ±0.73 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tm=3-6; tmax=36; Fec=1,110).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High vulnerability (58 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Megalops-atlanticus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Elops-saurus.html","Elops saurus Linnaeus, 1766","Ladyfish","Marine; brackish;  demersal; pH range: ? - 10.4; amphidromous (Ref. 51243); depth range 0 - 50 m (Ref. 13325). Subtropical; 11°C - 34°C (Ref. 127853); 29°N -   17°S","nonvenomous","Harmless","Fisheries: minor commercial; gamefish: yes; bait: usually","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 30 March 2011","Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm TL male/unsexed; (Ref. 26340); common length : 60.0 cm TL male/unsexed; (Ref. 3718); max. published weight: 10.1 kg (Ref. 4699)","Preferred temperature (Ref. 123201): 25 - 29.1, mean 28 °C (based on 1142 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5176   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00617 (0.00458 - 0.00830), b=2.94 (2.86 - 3.02), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.3 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (K=0.22-0.3; tm=2).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High vulnerability (60 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  Very high vulnerability (88 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Low."
"https://www.fishbase.se/summary/Albula-glossodonta.html","Albula glossodonta (Forsskål, 1775)","Roundjaw bonefish","Brackish;  reef-associated; oceanodromous (Ref. 51243); depth range ? - 10 m (Ref. 89972). Tropical; 32°N -   32°S, 42°E -   139°W","nonvenomous","Harmless","Fisheries: minor commercial; gamefish: yes; bait: usually","Threat to humans  
				
				
					  Harmless","Vulnerable (VU) (A2bcd); Date assessed: 29 March 2011","Maturity: Lm ?  range ? - ? cm Max length : 90.0 cm SL male/unsexed; (Ref. 1602); max. published weight: 8.6 kg (Ref. 5450)","Preferred temperature (Ref. 123201): 24.6 - 29.3, mean 28.1 °C (based on 2148 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5007   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01349 (0.00559 - 0.03252), b=3.04 (2.84 - 3.24), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.2 se; based on size and trophs of closest relatives					

				
					
					
						 Generation time: 10.6 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate to high vulnerability (54 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Albula-vulpes.html","Albula vulpes (Linnaeus, 1758)","Bonefish","Marine; brackish;  reef-associated; amphidromous (Ref. 51243); depth range 0 - 84 m (Ref. 13608), usually 1 - 15 m (Ref. 9268). Subtropical; 26°N -   7°N, 97°W -   58°W (Ref. 118624)","nonvenomous","Reports of ciguatera poisoning (Ref. 4690)","Fisheries: minor commercial; gamefish: yes; bait: usually","Threat to humans  
				
				
					  Reports of ciguatera poisoning (Ref. 4690)","Near Threatened (NT) ; Date assessed: 29 March 2011","Maturity: Lm37.5, range 21 -  36 cm Max length : 104 cm TL male/unsexed; (Ref. 7251); max. published weight: 10.0 kg (Ref. 37955)",NA
"https://www.fishbase.se/summary/Notacanthus-chemnitzii.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Halosauropsis-macrochir.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Aldrovandia-affinis.html","Aldrovandia affinis (Günther, 1877)","Gilbert's halosaurid fish","Marine;  benthopelagic; depth range 730 - 2560 m (Ref. 3974). Deep-water","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 23 February 2011","Maturity: Lm ?  range ? - ? cm Max length : 60.0 cm TL male/unsexed; (Ref. 41039)","Preferred temperature (Ref. 123201): 2.5 - 6.6, mean 4 °C (based on 1890 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5156   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00389 (0.00180 - 0.00842), b=3.12 (2.94 - 3.30), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.40 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (Assuming tmax>10).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate vulnerability (44 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 10.7 [2.9, 38.3] mg/100g; Iron = 0.337 [0.111, 0.857] mg/100g; Protein = 1.6 [0.0, 5.5] %; Omega3 = 0.308 [0.115, 0.819] g/100g; Selenium = 20.5 [6.1, 75.9] μg/100g; VitaminA = 11.8 [2.3, 59.1] μg/100g; Zinc = 0.407 [0.209, 0.831] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Eurypharynx-pelecanoides.html","Eurypharynx pelecanoides Vaillant, 1882","Pelican eel","Marine;  bathypelagic; depth range 500 - 7625 m (Ref. 58426), usually 1200 - 1400 m (Ref. 559). Deep-water; 67°N -   56°N, 180°W -   180°E","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 24 May 2012","Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm TL male/unsexed; (Ref. 27000); common length : 55.0 cm NG male/unsexed; (Ref. 5755)","Preferred temperature (Ref. 123201): 2.3 - 5.5, mean 3.6 °C (based on 890 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00102 (0.00046 - 0.00225), b=3.06 (2.88 - 3.24), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.1   ±0.57 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Very Low, minimum population doubling time more than 14 years (Assuming semelparity with tm>10).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High vulnerability (60 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 15.6 [4.0, 64.6] mg/100g; Iron = 0.408 [0.125, 1.243] mg/100g; Protein = 2.94 [0.00, 6.86] %; Omega3 = 0.192 [0.063, 0.599] g/100g; Selenium = 18.7 [6.0, 72.0] μg/100g; VitaminA = 28.8 [3.8, 214.8] μg/100g; Zinc = 0.453 [0.206, 1.092] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Saccopharynx-ampullaceus.html","Saccopharynx ampullaceus (Harwood, 1827)","Gulper eel","Marine;  bathypelagic; depth range 0 - 3000 m (Ref. 27000). Deep-water; 73°N -   10°N, 77°W -   1°W","nonvenomous","Harmless","FAO - Publication: search  | FishSource |","","Least Concern (LC) ; Date assessed: 08 May 2013","Maturity: Lm ?  range ? - ? cm Max length : 161 cm TL male/unsexed; (Ref. 27000)","Comments & Corrections
			
			
			
			
							
			
			
				
				Back to Search				

				
				Random Species				

				
				Back to Top				
			
			
				Accessed through: Not available
								FishBase mirror site : localhost
							Page last modified by : mrius-barile - 20 July 2016"
"https://www.fishbase.se/summary/Nemichthys-scolopaceus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Anguilla-rostrata.html","Anguilla rostrata (Lesueur, 1817)","American eel","Marine; freshwater; brackish;  demersal; catadromous (Ref. 26938); depth range 0 - 464 m (Ref. 57178). Subtropical; 4°C - 25°C (Ref. 12468); 66°N -   5°N, 98°W -   21°W","nonvenomous","Harmless","Fisheries: commercial; aquaculture: commercial; gamefish: yes; aquarium: public aquariums","Threat to humans  
				
				
					  Harmless","Endangered (EN) (A2bd); Date assessed: 03 June 2013","Maturity: Lm68.5, range 37 -  100 cm Max length : 152 cm TL male/unsexed; (Ref. 26938); 122.0 cm TL (female); common length : 50.0 cm TL male/unsexed; (Ref. 3242); max. published weight: 7.3 kg (Ref. 4699); max. reported age: 43 years (Ref. 40922)","Preferred temperature (Ref. 123201): 0.5 - 24.3, mean 6.3 °C (based on 323 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00087 (0.00070 - 0.00108), b=3.18 (3.13 - 3.23), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.8   ±0.2 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tm=3-6; tmax=43; Fec=5,000,000).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High to very high vulnerability (72 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  High vulnerability (60 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Serrivomer-beanii.html","Serrivomer beanii Gill & Ryder, 1883","Stout sawpalate","Marine;  bathypelagic; depth range 0 - 6000 m (Ref. 117245). Deep-water; 82°N -   59°S, 179°W -   167°E","nonvenomous","Harmless","Fisheries: of no interest","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 13 April 2011","Maturity: Lm ?  range ? - ? cm Max length : 78.0 cm TL male/unsexed; (Ref. 5236)","Preferred temperature (Ref. 123201): 2.2 - 6.7, mean 3.8 °C (based on 2428 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5059   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00102 (0.00046 - 0.00225), b=3.06 (2.88 - 3.24), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.58 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (Assuming tmax>10).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate to high vulnerability (51 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 11.4 [2.5, 45.7] mg/100g; Iron = 0.307 [0.091, 1.024] mg/100g; Protein = 18.3 [15.8, 20.9] %; Omega3 = 0.209 [0.066, 0.681] g/100g; Selenium = 19.5 [5.4, 84.2] μg/100g; VitaminA = 14.2 [1.6, 116.9] μg/100g; Zinc = 0.374 [0.168, 0.924] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Echidna-nebulosa.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
